Id,SalePrice
2623,81437.57410458878
2378,145628.52949531263
1413,175736.8429395158
1722,218125.80923193993
1112,210537.3870001726
1623,199465.8720095385
1201,209454.73034732396
1513,99089.41480145855
957,456848.2107115809
1171,272060.2708338224
1145,224237.03704161014
2726,215791.7940506883
703,163353.9067276344
760,92820.06486651846
1964,132536.3560607759
2512,207178.09537457293
159,144199.6063654934
1281,163638.1717794518
468,202538.50548747004
290,127534.77632925249
665,97607.24060272849
1463,254356.16597442824
1792,223965.1360450591
923,143008.6561529972
500,234478.5731319851
1408,170711.52269133643
331,63487.381583178954
170,85496.73367251032
2192,92137.25755540423
2571,297523.77526751073
2314,187787.22372476195
2647,93781.81500531001
422,417845.0184269136
2457,303023.42356143676
1838,194685.87169665235
2805,258049.82698977616
1645,165225.06962650226
1711,262295.7200008912
2825,238505.12647146935
322,336259.49373621173
2103,234163.98994109075
342,144941.6944150946
600,110968.15004237337
488,173648.00930987232
1725,322042.87134185486
2246,274737.4209753025
2847,144462.81732681865
806,262326.4768769504
530,227332.5488582254
963,204673.9007890453
2678,81204.12429392707
171,77302.11494237541
2401,401568.46163615765
805,237012.51119726623
2259,226615.88520156368
1748,213882.94746157702
1361,157236.19261942842
1677,133138.23060623472
1406,147975.51390411946
2322,257391.72063620778
688,153545.6816183081
143,149223.44160664247
804,230256.98759451933
1214,159549.4352120933
2828,139980.2272862521
1999,197078.46607923025
2467,209358.41176800433
2665,165104.9729335195
1538,293108.77703524864
398,108036.88594085912
2822,144511.20449816712
2157,164016.10809104043
1856,160901.78363105352
1269,102134.23851755777
2570,134974.83987429304
2320,240037.23693562933
1517,155617.2579007123
2304,122372.85878979231
1312,94059.76387108093
2012,136396.79027471776
506,259721.52610650723
2865,210866.48253658108
2367,124767.91499579951
554,100316.09441869002
238,137390.38982949898
1954,119151.58924330401
2488,165398.14721949887
2291,69930.74815844967
1969,107510.50371421865
2725,166973.31752596548
1482,171648.07085233214
2763,213296.94491523245
503,249209.80411542702
1584,261768.91443296341
1531,119743.18908667212
2210,174720.22756974306
459,342186.42844196485
556,131064.40236677075
1347,128249.36197441208
1290,81092.14059508087
1388,107272.04544266421
1571,341517.4644905835
2754,198660.77895276507
765,158121.7064639936
2494,147529.94619784926
2870,190424.69262736736
7,231552.3018852226
1114,249028.56685459678
2418,262732.9191596164
291,156369.43118354122
18,293895.2452848758
39,388022.7040059334
1001,240068.63507066987
2442,229833.44283277862
616,104930.21822918858
2680,67475.65917382868
1414,111997.88032232819
289,128287.92184262088
40,239383.84604348213
860,127421.9477622667
409,172405.28438520108
673,150583.5317212752
2427,186520.6438900373
2036,197676.58729578654
2564,133136.98755625242
642,142521.758278503
1008,191419.5255777272
1908,150049.0794922003
2519,226116.57877099543
1369,98351.63749307337
2855,172014.69099534446
712,120087.20233684024
1943,123474.25771544216
1958,137806.83420339462
107,197397.73870054414
2295,205216.3972482094
704,98151.50785521771
676,145853.95000534414
259,187299.4873852063
93,287027.6153838657
106,250798.97356556094
2315,172350.81050812922
1050,116457.02135709589
1095,234647.88415857666
2709,141453.77996588332
758,177039.52619200796
1496,160815.33359509942
2370,139995.42591741504
2458,274619.2501318787
2733,131044.8446010703
161,258052.84576298128
726,128881.87412657912
845,220826.0030892289
947,259911.57797142974
2232,127343.20723015568
2563,157865.27196280917
2299,148821.72997659436
211,96473.58773163032
605,147768.44155057854
1478,225856.0243357651
2247,271128.05427378515
2274,187601.3812893936
2869,193191.55604618668
967,224681.93575608297
2656,84969.2945825948
667,200826.41354446657
1042,133965.44150050395
2023,140301.99978456108
2447,325169.50262045226
2055,124220.912231038
2275,250276.9385426449
2204,180271.7594913303
1563,264186.3646120296
483,219703.0072080492
796,154029.1324095043
1526,153936.05883849415
2042,169073.60636983367
442,367246.697556894
1693,273123.55674250453
1468,238654.39688369044
1430,175901.49754815336
2605,156531.77805785177
1529,224737.2055954739
335,157570.7543297916
1287,115100.26297714392
31,106366.60817869779
1785,314627.69669472385
82,167087.10533737295
2620,122489.21616365027
252,187354.25545163607
721,52254.52608725097
2165,180909.47148227392
2316,190679.1503020356
775,120591.97763197325
1558,75195.94512553101
17,266229.0111393545
1022,243601.26721038908
925,109639.96548228091
438,240689.47575024265
1270,144707.83362425485
1272,125272.03341787172
215,148464.15260240546
266,232669.4894360095
2402,260573.51251559594
1250,134061.93297636826
1984,90915.05264155731
1279,140446.00150605835
377,247729.1414489933
1252,141416.34578199455
2156,279645.4476953119
499,295109.91677150474
1374,140315.63233114444
2898,254643.15610375773
401,107592.25301446099
2721,151366.3414745749
2078,224172.32194315354
2589,130857.5919067768
1946,204571.64588438175
1334,133186.38996705462
2781,221792.30513504302
431,408675.92578444484
576,223090.60018721726
1474,234307.24177235801
2254,151511.325638504
2155,291285.8533372222
885,98891.11852775102
643,147244.23863348275
1944,115570.40576780264
480,210633.82602707602
2845,85943.86942895771
2387,278910.65301049495
2407,196212.26295879713
2527,178447.35774143806
2514,190510.67926980995
629,147304.68516948805
80,233626.01995554537
1876,150413.30333819732
1546,127728.37604307325
2518,196257.91719499909
2347,160438.27011008523
783,192499.28643127685
1322,18408.84650936348
194,74061.89949568921
1770,262506.00715368375
2143,123295.54519268931
1229,205985.59345870637
511,278375.79424850614
46,219617.65724061438
1348,164190.51807003113
2465,208370.33043222895
387,243801.69237530994
873,236634.76649464987
1918,135060.2395570166
2764,264708.09039882146
2184,112877.978125383
934,145070.68158456087
1920,137487.8351417959
2631,154491.73516949007
1768,494875.0215330741
2040,84672.1639067876
1749,223050.59963304098
834,244742.56229385437
1457,228827.24981375522
79,140504.4757699557
2302,133592.06261637012
1817,134073.1227017539
2755,217307.78800340663
359,183954.7312565438
2059,114178.76663102632
2092,261093.36511583155
2516,225666.184280822
150,125873.15895797106
1656,160123.964985167
83,97343.35472407955
2411,183178.1934313254
795,74913.11284490215
2312,213225.830980872
2917,99904.30400220273
1624,217693.8608479174
2215,262424.395154158
1211,166692.98431347715
1485,170598.42171950787
1024,185863.13529781907
570,201150.5982443517
2874,135833.0961141337
700,123310.10878552118
2756,208795.57674574645
2022,175629.48487448532
583,229478.41530060366
2392,377543.18698973587
2424,198965.9248687039
212,132831.96796674226
736,108901.35264000381
1610,166860.69497402353
890,111288.32068586632
467,205915.65763582298
578,253367.56286140665
1747,217015.67164950498
1149,180148.46386028934
2758,254353.04566880414
857,159704.103864588
2219,268516.3236237325
733,116363.5557044463
2909,114415.1599346626
1798,244176.97683203052
235,110167.7559140037
2366,123643.94417350114
1027,134242.70749844032
1195,140447.35423078845
1303,20383.708215086262
148,178344.5937740182
608,167222.1047938709
2515,219573.4640161216
821,232884.03449152346
2500,269449.92322846636
745,94774.04632483453
741,120209.10513631717
1611,161108.83335969865
2532,125487.58868082508
1081,233364.95498601586
1692,399215.38187534077
2520,209236.93271103993
276,140939.27754776884
1992,118199.08166680302
663,31140.5569954804
418,152819.9688872654
1733,195336.08315861304
2359,177192.24197786578
253,198977.92340740727
1518,199645.9814727195
2035,137983.10671453952
2919,76362.32449689777
1540,231471.06742262654
2120,139755.19381716903
1674,169619.14278137867
256,148729.7472210682
2361,86140.0869652632
978,65239.203436031894
2280,121138.54337408897
2095,240169.59766472952
1709,296079.99051166343
2801,240826.50592593756
1246,110903.74563162486
2373,114822.5927485027
1055,271217.31103800685
2017,109570.31583824629
1099,260836.17269645253
1344,98069.17514246152
835,183903.13265090846
1117,213941.9611169578
2043,100691.87614962886
2085,145047.5156072745
410,155712.58815292906
2650,117439.00669843476
2867,157765.2809137835
1668,120561.44041958769
1161,189716.15145959365
2122,196130.22142435043
2539,133591.803923684
1047,159993.6197959724
1445,122633.52165250844
541,134514.96346483935
569,198051.93302338853
1276,122061.06154485638
918,143119.74632389905
326,144115.08687213043
1936,121488.83084506655
895,89076.77349430103
257,141425.30023181348
1241,185777.12273176134
1545,133209.28101916952
1189,204407.0003073491
270,170586.12901457326
2066,182299.42589930265
693,104199.35015335053
1259,104683.458551058
2916,130755.79597716194
2321,231699.37829075468
1977,111495.51367686904
1895,144228.8297221906
1240,160654.5268087513
85,146597.35744152628
1823,127854.9146912983
825,284319.8016244452
110,233005.98831039196
697,130358.06227246442
2297,123278.74866441419
1231,133330.53697632244
1355,124137.79640177477
968,369129.30512868013
584,222406.1056186467
1315,139810.0767129356
1606,143007.5487139784
206,115759.41473832322
1685,365002.9748791953
2016,109061.58199875394
869,220868.69522887803
2135,136091.87722222487
2346,194129.37290811245
2430,232560.50070897507
2198,88688.33228137223
2652,123860.88936188424
27,109919.5429725684
241,165553.89570368096
906,130537.85703910375
1506,115765.22875291758
2098,310883.48763857136
1435,223117.4784656456
2213,134207.60053733687
1274,152380.32802802123
743,23486.346285092244
1737,204926.8707302014
2797,277922.3550256355
2185,90302.90732067682
58,190155.12179087236
830,219602.3485534748
808,140527.54564892943
680,132609.54757085652
1153,129847.76667639747
1291,161722.29786509392
1818,152917.10728244242
2161,207558.81857610095
1883,119116.93278725559
350,309309.3147302684
2473,155774.93247848007
295,178419.38388353973
293,172638.31009865217
859,125258.23491870557
288,41571.23168283969
1578,144982.6630101652
102,194929.65315168127
2831,170908.45570091894
1030,161348.2825583107
2551,146209.33971670902
1286,124468.81172192583
958,291663.50693958387
776,126878.38134625703
72,233561.36120408605
2263,236760.6361615791
1866,158587.37435873164
2876,64326.764174491414
2146,248764.1461892813
103,207534.61818768192
1500,135712.66825126857
492,188291.7551175003
167,143465.11629649336
2597,123270.61052262437
2685,97820.9209149437
1035,171040.92026400726
1220,54509.16517329456
2602,152920.91862169118
2159,219244.64041499092
695,162724.26553927865
1109,258778.73585120327
640,170807.76608301507
1652,160857.7516217276
2090,188601.86263296168
1188,174640.1878169081
2345,244649.57909236965
1059,342277.4872024281
2751,233682.4803193204
128,205314.9030443441
1523,192243.112332828
2925,187648.4203699575
2145,291043.211863275
1121,225901.64535162615
566,240665.46505066048
565,247909.43220832903
1331,132999.28788642315
2928,118206.38149761336
156,130395.37947344143
797,134325.0491365859
327,96795.30993227528
2859,145717.04864535117
1453,128109.43627199545
1762,303247.6700553875
1868,210876.505884575
1760,170003.01036934796
1113,235692.52429158386
1812,211511.45797072278
117,175902.1935238502
1142,203129.04699786232
2342,391296.7165642792
927,119638.85503038685
2478,175932.95629848892
655,52715.36872367104
2064,122169.90754048698
369,264896.59400187695
2239,113693.04290943182
2732,206531.61787182235
1653,184839.06435019927
959,202845.53958507997
2395,286693.9266475833
1412,120786.57571401855
271,241829.15723059146
1484,170598.42171950787
1497,139216.98194360783
552,173932.84872277986
2,127412.63798444808
1855,296800.9812301802
4,262703.0902990448
2292,143647.30898577534
134,134567.74344364318
646,85139.68545867038
42,264551.6309695682
532,231802.70234129817
713,82081.63982837148
2561,143895.38339360905
2360,122025.8485209618
1333,123927.82247425182
1407,224702.15433998583
2892,276559.28594622033
574,239228.8935535708
1227,169015.55893851322
2591,223178.8705685434
1476,233005.46658419567
1125,244691.68178109505
1446,163416.68770447274
408,131706.4513091659
1101,276611.7531523512
2251,183588.1667792004
373,210154.46440084276
2554,113721.34218425603
2382,246494.10621789837
1985,68065.15184020494
519,252393.49387772504
1093,181692.54076945104
864,252540.67412060715
2889,157743.43780563076
2308,175662.09389298238
986,161368.63832348157
1302,132225.9571950049
585,169967.01259722767
2708,162994.25822014848
147,146539.13806968424
1441,242165.27969561826
383,174057.85407502516
285,137435.8831447802
181,107024.176416968
358,271237.1151800764
780,144139.815318733
258,203672.16813247846
1865,219083.80563583176
692,141594.21875224478
2902,294622.50427770434
508,240497.18821998738
2638,130649.64614471293
36,153624.68886281518
611,167395.7091201716
2281,129225.61753417805
1678,122508.86292554354
1696,411168.91443392745
1557,68323.02151455371
2180,160163.13417093325
1726,217262.23077391958
951,151985.47636883185
267,225712.51058533794
2706,127224.83823722482
2221,222032.54827579475
1357,172805.81564187264
2901,292743.1507970627
347,194935.47794364858
2164,218967.68413835976
1586,284097.5758846959
360,151284.0187043716
1769,252696.6150696894
2617,180106.85124800514
1879,141267.1256790037
991,223608.6535772862
1535,103322.39560024947
1191,145876.80134628326
1579,217975.2957590491
1882,159822.55720484795
1510,108318.19849152441
2196,163179.50448336205
1845,192649.9078016962
2336,312163.33760615875
942,87478.50263292882
861,126864.61709398343
2555,105341.56681475748
1392,153738.6282568352
2099,234005.01217536646
1543,126509.6951704901
948,259063.51255550951
1239,176130.00673478292
22,197612.84102165597
2796,240760.0158704095
2747,215973.45092859122
92,265913.9676141424
210,174887.38148322937
1858,222368.85092696038
2228,183189.89891821265
447,211460.64868201545
827,259518.8658907725
1649,218429.22080803054
682,135066.67909530978
2698,129521.61908107033
494,185628.23166117363
214,79318.75863429702
2441,249134.5582126525
2679,112565.91305095676
1336,99475.47512544494
465,207929.08361194437
1524,134871.3016859213
2543,118475.04636372396
631,164691.9002977911
2452,268714.8197612146
228,173332.97564693858
126,201488.15362061924
1092,230633.96443329303
1122,204719.52181282462
932,199647.09269919668
1980,75018.43230626611
2171,105354.86274023223
551,181666.65638781906
2768,187269.4884060048
2056,114663.94186773038
1159,312099.0351304174
2645,123524.13492864993
1174,204939.60819264426
2266,242667.72660725535
2462,362107.88617833663
1219,137722.97859729416
2922,196040.15585450552
118,147828.73942307194
474,186787.86291352744
2576,169136.1968911141
872,282611.51968694833
1077,217808.37229048132
1536,143977.1794297078
1150,109367.47958881888
2341,283685.7203969452
1931,144460.5472002034
2785,138039.04403747708
2538,135496.75865834547
597,220861.31635380068
464,207714.23086267934
233,242198.14195799647
2169,129864.17741639164
2123,181528.70361690756
1867,188596.2406527369
137,238682.5433399974
515,225978.99537976336
933,115255.25642369714
2784,163039.97715741151
972,171814.57738780233
599,160700.63892904934
2614,136586.90169182626
2582,129902.9398577025
1409,164288.6757630993
175,94570.07724252943
352,213415.12326721344
976,84225.57926835926
2134,215842.28625182642
984,128114.5732366227
2396,307631.17715161416
1673,150478.66611558167
404,134000.17011585672
607,142003.4589299061
814,146192.04878451666
868,214281.3398249603
2271,183346.15604905048
1633,233257.2889859074
337,215184.71572516466
2765,192703.22966920995
1746,274486.67946641863
368,258809.96134187916
2806,234250.54811336222
1662,204528.00180656402
1234,228773.8278390725
1373,120041.16838732871
1672,106999.44554996453
1939,128653.30566845674
